"Date","Team","Opponent","Minutes","Rebounds","DefRebounds","FTDefRebounds","DefFTReboundPct","Def2ptRebounds","Def2ptReboundPct","Def3ptRebounds","Def3ptReboundPct","DefFGReboundPct","OffRebounds","FTOffRebounds","OffFTReboundPct","Off2ptRebounds","Off2ptReboundPct","Off3ptRebounds","Off3ptReboundPct","OffFGReboundPct","DefAtRimReboundPct","DefShortMidRangeReboundPct","DefLongMidRangeReboundPct","DefArc3ReboundPct","DefCorner3ReboundPct","OffAtRimReboundPct","OffShortMidRangeReboundPct","OffLongMidRangeReboundPct","OffArc3ReboundPct","OffCorner3ReboundPct"
"2014-12-23","GSW","LAL","29:58",2,2,0,0,2,0.16666666666666666,0,0,0.11764705882352941,0,0,0,0,0,0,0,0,0,0,0.2857142857142857,0,0,0,0,0,0,0
"2014-12-22","GSW","SAC","26:18",2,2,0,0,2,0.08,0,0,0.06896551724137931,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.09090909090909091,0,0,0,0,0,0,0
"2014-12-18","GSW","OKC","41:31",7,3,0,0,1,0.038461538461538464,2,0.18181818181818182,0.08108108108108109,4,0,0,1,0.041666666666666664,3,0.17647058823529413,0.0975609756097561,0,0,0.25,0.2,0,0.125,0,0,0.15384615384615385,0.25
"2014-12-16","GSW","MEM","38:57",7,7,0,0,5,0.1282051282051282,2,0.3333333333333333,0.15555555555555556,0,0,0,0,0,0,0,0,0,0.2727272727272727,0.18181818181818182,0.4,0,0,0,0,0,0
"2014-12-14","GSW","NOP","39:55",7,7,0,0,4,0.14285714285714285,3,0.21428571428571427,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.6,0.14285714285714285,0.3,0,0,0,0,0,0
"2014-12-13","GSW","DAL","37:11",3,3,0,0,2,0.08,1,0.09090909090909091,0.08333333333333333,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0,0,0,0,0
"2014-12-10","GSW","HOU","37:28",7,6,0,0,5,0.25,1,0.047619047619047616,0.14634146341463414,1,0,0,0,0,1,0.07142857142857142,0.034482758620689655,0.3333333333333333,0.25,0.16666666666666666,0.0625,0,0,0,0,0.125,0
"2014-12-08","GSW","MIN","31:20",4,3,0,0,2,0.06666666666666667,1,0.14285714285714285,0.08108108108108109,1,0,0,0,0,1,0.06666666666666667,0.030303030303030304,0.125,0,0.06666666666666667,0.25,0,0,0,0,0,0.5
"2014-12-06","GSW","CHI","36:11",6,5,0,0,3,0.125,2,0.2,0.14705882352941177,1,1,0.5,0,0,0,0,0,0,0,0.25,0.2222222222222222,0,0,0,0,0,0
"2014-12-04","GSW","NOP","30:37",3,3,0,0,1,0.045454545454545456,2,0.2857142857142857,0.10344827586206896,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0.16666666666666666,1,0,0,0,0,0
"2014-12-02","GSW","ORL","36:28",4,3,0,0,2,0.07142857142857142,1,0.16666666666666666,0.08823529411764706,1,0,0,0,0,1,0.06666666666666667,0.027777777777777776,0,0.18181818181818182,0,0,0.3333333333333333,0,0,0,0.1,0
"2014-11-30","GSW","DET","28:22",3,2,0,0,2,0.06451612903225806,0,0,0.05405405405405406,1,0,0,1,0.05555555555555555,0,0,0.041666666666666664,0.07692307692307693,0.0625,0,0,0,0,0,0.25,0,0
"2014-11-28","GSW","CHA","32:20",4,3,0,0,1,0.043478260869565216,2,0.2222222222222222,0.09375,1,0,0,0,0,1,0.06666666666666667,0.02702702702702703,0,0,0.14285714285714285,0.125,1,0,0,0,0.07692307692307693,0
"2014-11-26","GSW","ORL","23:38",5,4,0,0,3,0.15,1,0.16666666666666666,0.15384615384615385,1,0,0,1,0.07692307692307693,0,0,0.045454545454545456,0,0,0.42857142857142855,0,0.3333333333333333,0,0.16666666666666666,0,0,0
"2014-11-25","GSW","MIA","37:05",6,6,0,0,6,0.21428571428571427,0,0,0.15789473684210525,0,0,0,0,0,0,0,0,0.2,0.2,0.23076923076923078,0,0,0,0,0,0,0
"2014-11-23","GSW","OKC","38:07",6,6,0,0,6,0.17647058823529413,0,0,0.13953488372093023,0,0,0,0,0,0,0,0,0.3,0.18181818181818182,0.07692307692307693,0,0,0,0,0,0,0
"2014-11-21","GSW","UTA","24:30",5,5,0,0,5,0.19230769230769232,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.125,0.4444444444444444,0,0,0,0,0,0,0
"2014-11-16","GSW","LAL","29:56",4,4,0,0,1,0.03225806451612903,3,0.25,0.09302325581395349,0,0,0,0,0,0,0,0,0,0,0.0625,0.2727272727272727,0,0,0,0,0,0
"2014-11-15","GSW","CHA","28:18",5,3,1,0.3333333333333333,1,0.04,1,0.2,0.06666666666666667,2,0,0,1,0.07142857142857142,1,0.1,0.08333333333333333,0,0,0.07692307692307693,0.3333333333333333,0,0,0.16666666666666666,0,0.1,0
"2014-11-13","GSW","BKN","31:56",3,2,0,0,2,0.07692307692307693,0,0,0.058823529411764705,1,0,0,0,0,1,0.0625,0.029411764705882353,0.18181818181818182,0,0,0,0,0,0,0,0.09090909090909091,0
"2014-11-11","GSW","SAS","35:46",6,6,0,0,4,0.19047619047619047,2,0.2,0.1935483870967742,0,0,0,0,0,0,0,0,0.5,0.125,0.18181818181818182,0.125,0.5,0,0,0,0,0
"2014-11-09","GSW","PHX","34:04",2,2,0,0,0,0,2,0.16666666666666666,0.0625,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.2,0,0,0,0,0
"2014-11-08","GSW","HOU","39:58",9,8,0,0,1,0.047619047619047616,7,0.2413793103448276,0.16,1,0,0,1,0.045454545454545456,0,0,0.02631578947368421,0,0,0.3333333333333333,0.19230769230769232,0.6666666666666666,0,0.125,0,0,0
"2014-11-05","GSW","LAC","33:49",6,6,0,0,5,0.17857142857142858,1,0.16666666666666666,0.17647058823529413,0,0,0,0,0,0,0,0,0.4,0.08333333333333333,0.18181818181818182,0.16666666666666666,0,0,0,0,0,0
"2014-11-02","GSW","POR","30:49",5,4,0,0,1,0.038461538461538464,3,0.25,0.10526315789473684,1,0,0,0,0,1,0.1,0.03333333333333333,0,0,0.08333333333333333,0.3,0,0,0,0,0.14285714285714285,0
"2014-11-01","GSW","LAL","34:06",5,5,0,0,5,0.17857142857142858,0,0,0.14705882352941177,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.3076923076923077,0,0,0,0,0,0,0
"2014-10-29","GSW","SAC","36:33",10,9,1,0.25,7,0.2692307692307692,1,0.09090909090909091,0.21621621621621623,1,0,0,0,0,1,0.05263157894736842,0.02857142857142857,0.14285714285714285,0.375,0.2727272727272727,0.125,0,0,0,0,0.06666666666666667,0
"2016-04-13","GSW","MEM","29:47",4,3,0,0,2,0.08333333333333333,1,0.1,0.08823529411764706,1,0,0,0,0,1,0.05555555555555555,0.045454545454545456,0,0,0.2857142857142857,0.14285714285714285,0,0,0,0,0.058823529411764705,0
"2016-04-10","GSW","SAS","35:22",5,5,0,0,4,0.12903225806451613,1,0.07692307692307693,0.11363636363636363,0,0,0,0,0,0,0,0,0,0.3,0.07692307692307693,0.1111111111111111,0,0,0,0,0,0
"2016-04-09","GSW","MEM","33:59",9,9,0,0,6,0.2222222222222222,3,0.21428571428571427,0.21951219512195122,0,0,0,0,0,0,0,0,0.2222222222222222,0.2727272727272727,0.14285714285714285,0.16666666666666666,0.5,0,0,0,0,0
"2016-04-07","GSW","SAS","36:17",5,5,0,0,3,0.12,2,0.2857142857142857,0.15625,0,0,0,0,0,0,0,0,0.125,0.1111111111111111,0.125,0.2857142857142857,0,0,0,0,0,0
"2016-04-05","GSW","MIN","42:35",6,4,0,0,3,0.1111111111111111,1,0.14285714285714285,0.11764705882352941,2,0,0,1,0.05555555555555555,1,0.05,0.05263157894736842,0.21428571428571427,0,0,0.2,0,0.08333333333333333,0,0,0,0.3333333333333333
"2016-04-03","GSW","POR","34:36",6,4,0,0,3,0.13043478260869565,1,0.1111111111111111,0.125,2,0,0,2,0.1,0,0,0.06896551724137931,0,0.1111111111111111,0.2857142857142857,0.125,0,0,0.3333333333333333,0.16666666666666666,0,0
"2016-04-01","GSW","BOS","36:37",5,5,1,0.25,3,0.14285714285714285,1,0.09090909090909091,0.125,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.4,0.1111111111111111,0,0,0,0,0,0
"2016-03-30","GSW","UTA","42:16",7,5,1,0.2,3,0.10714285714285714,1,0.06666666666666667,0.09302325581395349,2,0,0,1,0.05,1,0.05,0.05,0.1111111111111111,0.06666666666666667,0.25,0.08333333333333333,0,0,0,0.2,0.058823529411764705,0
"2016-03-29","GSW","WAS","34:42",7,7,0,0,5,0.20833333333333334,2,0.14285714285714285,0.18421052631578946,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.2727272727272727,0.16666666666666666,0,0,0,0,0,0
"2016-03-27","GSW","PHI","33:12",3,3,0,0,1,0.047619047619047616,2,0.16666666666666666,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.18181818181818182,0,0,0,0,0,0
"2016-03-25","GSW","DAL","35:11",8,8,0,0,4,0.16,4,0.3333333333333333,0.21621621621621623,0,0,0,0,0,0,0,0,0.25,0.07142857142857142,0.2857142857142857,0.4,0,0,0,0,0,0
"2016-03-23","GSW","LAC","37:26",4,4,0,0,2,0.09090909090909091,2,0.125,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0.18181818181818182,0.09090909090909091,0.2,0,0,0,0,0
"2016-03-21","GSW","MIN","34:50",7,4,0,0,2,0.11764705882352941,2,0.25,0.16,3,0,0,1,0.045454545454545456,2,0.16666666666666666,0.08823529411764706,0,0.14285714285714285,0.1111111111111111,0.25,0,0.1111111111111111,0,0,0.1,0.5
"2016-03-19","GSW","SAS","37:36",6,4,0,0,2,0.08333333333333333,2,0.2222222222222222,0.12121212121212122,2,0,0,1,0.0625,1,0.045454545454545456,0.05263157894736842,0,0.5,0,0.3333333333333333,0,0,0,0.2,0.058823529411764705,0
"2016-03-18","GSW","DAL","34:19",9,8,0,0,6,0.3,2,0.15384615384615385,0.24242424242424243,1,0,0,1,0.043478260869565216,0,0,0.029411764705882353,0,0.3333333333333333,0.375,0.2,0,0.08333333333333333,0,0,0,0
"2016-03-16","GSW","NYK","28:22",6,6,0,0,4,0.15384615384615385,2,0.2857142857142857,0.18181818181818182,0,0,0,0,0,0,0,0,0.3333333333333333,0.1,0.15384615384615385,0.4,0,0,0,0,0,0
"2016-03-14","GSW","NOP","31:18",5,4,0,0,2,0.06896551724137931,2,0.13333333333333333,0.09090909090909091,1,0,0,1,0.07142857142857142,0,0,0.041666666666666664,0,0.11764705882352941,0,0.1,0.2,0.14285714285714285,0,0,0,0
"2016-03-12","GSW","PHX","34:59",3,2,0,0,2,0.08695652173913043,0,0,0.05405405405405406,1,0,0,1,0.07142857142857142,0,0,0.03125,0.2,0.08333333333333333,0,0,0,0,0.16666666666666666,0,0,0
"2016-03-11","GSW","POR","29:26",3,3,0,0,3,0.16666666666666666,0,0,0.10714285714285714,0,0,0,0,0,0,0,0,0.14285714285714285,0,0.3333333333333333,0,0,0,0,0,0,0
"2016-03-09","GSW","UTA","31:31",3,3,0,0,1,0.05,2,0.25,0.10714285714285714,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0.16666666666666666,0.5,0,0,0,0,0
"2016-03-07","GSW","ORL","37:20",13,12,1,1,8,0.27586206896551724,3,0.23076923076923078,0.2619047619047619,1,0,0,0,0,1,0.06666666666666667,0.034482758620689655,0.42857142857142855,0.2,0.25,0.25,0,0,0,0,0,0.125
"2016-03-06","GSW","LAL","34:17",6,5,0,0,4,0.14285714285714285,1,0.125,0.1388888888888889,1,0,0,0,0,1,0.045454545454545456,0.024390243902439025,0.2,0.125,0.1,0.14285714285714285,0,0,0,0,0.07142857142857142,0
"2016-03-03","GSW","OKC","37:11",4,3,0,0,2,0.09090909090909091,1,0.08333333333333333,0.08823529411764706,1,0,0,0,0,1,0.047619047619047616,0.030303030303030304,0.125,0.16666666666666666,0,0.1,0,0,0,0,0.05263157894736842,0
"2016-02-27","GSW","OKC","37:42",3,3,0,0,2,0.08333333333333333,1,0.1111111111111111,0.09090909090909091,0,0,0,0,0,0,0,0,0,0.15384615384615385,0,0.14285714285714285,0,0,0,0,0,0
"2016-02-25","GSW","ORL","34:02",7,7,0,0,3,0.14285714285714285,4,0.3333333333333333,0.21212121212121213,0,0,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,0,0,0,0
"2016-02-24","GSW","MIA","35:35",7,4,0,0,4,0.12121212121212122,0,0,0.10810810810810811,3,0,0,3,0.12,0,0,0.07894736842105263,0.09090909090909091,0.125,0.14285714285714285,0,0,0.09090909090909091,0.16666666666666666,0.125,0,0
"2016-02-22","GSW","ATL","35:48",6,5,0,0,3,0.16666666666666666,2,0.125,0.14705882352941177,1,0,0,0,0,1,0.041666666666666664,0.027777777777777776,0.2222222222222222,0,0.25,0.09090909090909091,0.2,0,0,0,0.07142857142857142,0
"2016-02-20","GSW","LAC","35:30",3,3,0,0,2,0.08333333333333333,1,0.06666666666666667,0.07692307692307693,0,0,0,0,0,0,0,0,0.08333333333333333,0,0.16666666666666666,0.07692307692307693,0,0,0,0,0,0
"2016-02-19","GSW","POR","26:19",3,1,0,0,1,0.05555555555555555,0,0,0.043478260869565216,2,0,0,2,0.10526315789473684,0,0,0.07407407407407407,0,0.25,0,0,0,0,0.2857142857142857,0,0,0
"2016-02-10","GSW","PHX","30:06",9,4,0,0,2,0.1111111111111111,2,0.2,0.14285714285714285,5,0,0,2,0.18181818181818182,3,0.15789473684210525,0.16666666666666666,0.16666666666666666,0,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.25,0.16666666666666666,0,0.2,0
"2016-02-09","GSW","HOU","37:41",5,4,0,0,3,0.15,1,0.0625,0.1111111111111111,1,0,0,1,0.045454545454545456,0,0,0.02631578947368421,0.3333333333333333,0.2,0.08333333333333333,0.09090909090909091,0,0,0,0.14285714285714285,0,0
"2016-02-06","GSW","OKC","37:42",6,5,0,0,3,0.12,2,0.18181818181818182,0.1388888888888889,1,0,0,0,0,1,0.0625,0.024390243902439025,0.1,0.125,0.14285714285714285,0.2,0,0,0,0,0.06666666666666667,0
"2016-02-03","GSW","WAS","35:41",7,6,0,0,3,0.125,3,0.23076923076923078,0.16216216216216217,1,0,0,0,0,1,0.06666666666666667,0.029411764705882353,0,0.2,0.2857142857142857,0.2727272727272727,0,0,0,0,0.07692307692307693,0
"2016-01-31","GSW","NYK","31:59",4,4,0,0,3,0.09090909090909091,1,0.125,0.0975609756097561,0,0,0,0,0,0,0,0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.14285714285714285,0,0,0,0,0,0
"2016-01-30","GSW","PHI","34:12",5,3,0,0,2,0.07692307692307693,1,0.08333333333333333,0.07894736842105263,2,0,0,1,0.047619047619047616,1,0.07692307692307693,0.058823529411764705,0.06666666666666667,0.2,0,0,0.3333333333333333,0.06666666666666667,0,0,0.1111111111111111,0
"2016-01-27","GSW","DAL","31:48",2,1,0,0,0,0,1,0.06666666666666667,0.03333333333333333,1,0,0,0,0,1,0.08333333333333333,0.05,0,0,0,0.06666666666666667,0,0,0,0,0.14285714285714285,0
"2016-01-25","GSW","SAS","28:21",2,1,0,0,1,0.05,0,0,0.04,1,0,0,1,0.058823529411764705,0,0,0.03571428571428571,0,0,0.125,0,0,0,0,0.25,0,0
"2016-01-22","GSW","IND","36:49",10,8,0,0,7,0.22580645161290322,1,0.08333333333333333,0.18604651162790697,2,0,0,1,0.05,1,0.0625,0.05555555555555555,0.3333333333333333,0.3333333333333333,0.125,0.09090909090909091,0,0,0,0.14285714285714285,0.07142857142857142,0
"2016-01-20","GSW","CHI","33:45",7,6,0,0,6,0.1875,0,0,0.13043478260869565,1,0,0,1,0.07142857142857142,0,0,0.03225806451612903,0.3,0,0.2727272727272727,0,0,0.14285714285714285,0,0,0,0
"2016-01-18","GSW","CLE","28:03",5,3,0,0,2,0.10526315789473684,1,0.14285714285714285,0.11538461538461539,2,0,0,1,0.1111111111111111,1,0.07142857142857142,0.08695652173913043,0.2857142857142857,0,0,0.14285714285714285,0,0.2,0,0,0.1,0
"2018-03-23","GSW","ATL","25:22",7,6,0,0,2,0.18181818181818182,4,0.26666666666666666,0.23076923076923078,1,0,0,1,0.0625,0,0,0.03571428571428571,0,0.3333333333333333,0,0.25,0.3333333333333333,0,0,0.2,0,0
"2018-03-08","GSW","SAS","02:23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-03-06","GSW","BKN","33:56",6,5,0,0,2,0.15384615384615385,3,0.15,0.15151515151515152,1,0,0,1,0.0625,0,0,0.04,0.25,0.14285714285714285,0,0.1875,0,0,0,0.2,0,0
"2018-03-02","GSW","ATL","23:30",1,1,0,0,0,0,1,0.1111111111111111,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
"2018-02-28","GSW","WAS","35:08",5,5,0,0,1,0.045454545454545456,4,0.25,0.13157894736842105,0,0,0,0,0,0,0,0,0.14285714285714285,0,0,0.15384615384615385,0.6666666666666666,0,0,0,0,0
"2018-02-26","GSW","NYK","30:18",5,5,0,0,2,0.09090909090909091,3,0.3333333333333333,0.16129032258064516,0,0,0,0,0,0,0,0,0.1,0,0.2,0.3333333333333333,0.3333333333333333,0,0,0,0,0
"2018-02-24","GSW","OKC","29:49",9,8,0,0,6,0.2608695652173913,2,0.14285714285714285,0.21621621621621623,1,0,0,0,0,1,0.0625,0.03333333333333333,0.25,0.375,0.14285714285714285,0.18181818181818182,0,0,0,0,0.1,0
"2018-02-22","GSW","LAC","37:08",6,5,0,0,2,0.13333333333333333,3,0.17647058823529413,0.15625,1,0,0,0,0,1,0.1,0.043478260869565216,0,0.3333333333333333,0,0.21428571428571427,0,0,0,0,0.1111111111111111,0
"2018-02-14","GSW","POR","34:26",4,2,0,0,1,0.06666666666666667,1,0.07142857142857142,0.06896551724137931,2,0,0,1,0.07142857142857142,1,0.05263157894736842,0.06060606060606061,0,0,0.16666666666666666,0.09090909090909091,0,0,0.2,0,0.08333333333333333,0
"2018-02-12","GSW","PHX","29:53",9,7,0,0,6,0.2222222222222222,1,0.1,0.1891891891891892,2,0,0,1,0.07692307692307693,1,0.1,0.08695652173913043,0.2222222222222222,0.15384615384615385,0.4,0.1111111111111111,0,0.14285714285714285,0,0,0.1111111111111111,0
"2018-02-10","GSW","SAS","28:52",4,3,0,0,2,0.09523809523809523,1,0.1,0.0967741935483871,1,0,0,1,0.07692307692307693,0,0,0.045454545454545456,0,0.2,0,0.125,0,0.16666666666666666,0,0,0,0
"2018-02-08","GSW","DAL","29:41",7,5,0,0,1,0.07142857142857142,4,0.19047619047619047,0.14285714285714285,2,0,0,0,0,2,0.16666666666666666,0.06666666666666667,0,0.14285714285714285,0,0.15789473684210525,0.5,0,0,0,0.18181818181818182,0
"2018-02-06","GSW","OKC","31:49",5,4,1,0.25,1,0.045454545454545456,2,0.25,0.1,1,0,0,0,0,1,0.06666666666666667,0.041666666666666664,0,0.14285714285714285,0,0.2857142857142857,0,0,0,0,0.08333333333333333,0
"2018-02-03","GSW","DEN","35:37",6,5,0,0,3,0.10714285714285714,2,0.15384615384615385,0.12195121951219512,1,0,0,0,0,1,0.05555555555555555,0.03225806451612903,0.08333333333333333,0.09090909090909091,0.2,0.09090909090909091,0.5,0,0,0,0.058823529411764705,0
"2018-02-02","GSW","SAC","35:35",5,4,0,0,1,0.037037037037037035,3,0.21428571428571427,0.0975609756097561,1,0,0,0,0,1,0.07142857142857142,0.03333333333333333,0,0.1,0,0.16666666666666666,0.5,0,0,0,0.14285714285714285,0
"2018-01-30","GSW","UTA","29:38",2,1,0,0,0,0,1,0.16666666666666666,0.045454545454545456,1,0,0,1,0.06666666666666667,0,0,0.03571428571428571,0,0,0,0.16666666666666666,0,0.14285714285714285,0,0,0,0
"2018-01-27","GSW","BOS","36:48",4,4,0,0,3,0.12,1,0.1111111111111111,0.11764705882352941,0,0,0,0,0,0,0,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0,0,0,0,0,0
"2018-01-25","GSW","MIN","37:26",5,3,0,0,2,0.058823529411764705,1,0.14285714285714285,0.07317073170731707,2,0,0,2,0.10526315789473684,0,0,0.06896551724137931,0,0,0.2222222222222222,0.14285714285714285,0,0.125,0,0.14285714285714285,0,0
"2018-01-23","GSW","NYK","33:16",6,6,0,0,4,0.2222222222222222,2,0.2,0.21428571428571427,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.2857142857142857,0.2222222222222222,0,0,0,0,0,0
"2018-01-20","GSW","HOU","36:11",1,1,0,0,0,0,1,0.07692307692307693,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,0
"2018-01-17","GSW","CHI","34:55",9,9,0,0,6,0.23076923076923078,3,0.13043478260869565,0.1836734693877551,0,0,0,0,0,0,0,0,0.18181818181818182,0.16666666666666666,0.3333333333333333,0.0625,0.2857142857142857,0,0,0,0,0
"2018-01-15","GSW","CLE","33:24",4,3,0,0,1,0.07142857142857142,2,0.13333333333333333,0.10344827586206896,1,0,0,1,0.058823529411764705,0,0,0.034482758620689655,0,0,0.125,0.1,0.2,0.14285714285714285,0,0,0,0
"2018-01-13","GSW","TOR","34:28",6,6,0,0,5,0.23809523809523808,1,0.1,0.1935483870967742,0,0,0,0,0,0,0,0,0,0.2857142857142857,0.3333333333333333,0.1111111111111111,0,0,0,0,0,0
"2018-01-08","GSW","DEN","34:51",4,3,0,0,3,0.10344827586206896,0,0,0.08108108108108109,1,0,0,0,0,1,0.07142857142857142,0.037037037037037035,0.1111111111111111,0.07142857142857142,0.16666666666666666,0,0,0,0,0,0.08333333333333333,0
"2018-01-06","GSW","LAC","29:51",6,4,0,0,3,0.125,1,0.125,0.125,2,0,0,1,0.05555555555555555,1,0.058823529411764705,0.05714285714285714,0,0.4,0.14285714285714285,0,0.5,0,0,0.2,0,0.2
"2018-01-04","GSW","HOU","36:52",9,9,0,0,2,0.2222222222222222,7,0.28,0.2647058823529412,0,0,0,0,0,0,0,0,0.2,0.5,0,0.2222222222222222,0.42857142857142855,0,0,0,0,0
"2018-01-03","GSW","DAL","34:29",5,5,0,0,3,0.15789473684210525,2,0.14285714285714285,0.15151515151515152,0,0,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.18181818181818182,0,0,0,0,0,0
"2017-12-30","GSW","MEM","25:36",4,4,0,0,2,0.1,2,0.3333333333333333,0.15384615384615385,0,0,0,0,0,0,0,0,0.2857142857142857,0,0,0.25,0.5,0,0,0,0,0
"2017-12-04","GSW","NOP","34:28",5,3,0,0,1,0.05555555555555555,2,0.125,0.08823529411764706,2,0,0,1,0.05555555555555555,1,0.06666666666666667,0.06060606060606061,0,0.14285714285714285,0,0,0.2857142857142857,0,0,0.14285714285714285,0,0.3333333333333333
"2017-12-03","GSW","MIA","30:19",2,2,0,0,1,0.07142857142857142,1,0.1,0.08333333333333333,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0.14285714285714285,0,0,0,0,0,0
"2017-12-01","GSW","ORL","33:03",6,5,0,0,0,0,5,0.38461538461538464,0.14285714285714285,1,0,0,1,0.09090909090909091,0,0,0.05,0,0,0,0.45454545454545453,0,0,0,0.25,0,0
"2017-11-29","GSW","LAL","39:24",5,5,0,0,4,0.16666666666666666,1,0.08333333333333333,0.1388888888888889,0,0,0,0,0,0,0,0,0.14285714285714285,0.25,0.15384615384615385,0.09090909090909091,0,0,0,0,0,0
"2017-11-25","GSW","NOP","36:28",4,4,0,0,1,0.043478260869565216,3,0.3,0.12121212121212122,0,0,0,0,0,0,0,0,0,0,0.2,0.25,0.5,0,0,0,0,0
"2017-11-24","GSW","CHI","26:52",7,7,0,0,5,0.19230769230769232,2,0.14285714285714285,0.175,0,0,0,0,0,0,0,0,0.2857142857142857,0.16666666666666666,0.14285714285714285,0.16666666666666666,0,0,0,0,0,0
"2017-11-22","GSW","OKC","30:49",5,4,0,0,2,0.1,2,0.2222222222222222,0.13793103448275862,1,0,0,0,0,1,0.06666666666666667,0.03225806451612903,0,0,0.3333333333333333,0.2857142857142857,0,0,0,0,0.08333333333333333,0
"2017-11-19","GSW","BKN","32:40",11,8,1,0.25,4,0.21052631578947367,3,0.15789473684210525,0.18421052631578946,3,0,0,3,0.13043478260869565,0,0,0.09090909090909091,0.09090909090909091,0.5,0.25,0.09090909090909091,0.25,0,0,0.2727272727272727,0,0
